"SMILES","EXTERNALID","N","INTRODUCER","MODIFIER","AMES {measured}","COMMENTS"
"COC1=CC(=C2N=CC=CC2=C1)N(=O)=O","-","3286","midnighter","published","active","-"
"CCC(CCOCN1C=CN(C)C1\C=N\O)N(=O)=O","-","3287","midnighter","published","inactive","-"
"CN(C)CCN(CC1=CSC=C1)C1=CC=CC=N1","-","3288","midnighter","published","inactive","-"
"CCOC(=O)C(C)=O","-","3289","midnighter","published","inactive","-"
"ClC1=CC=C(Br)C=C1","-","3290","midnighter","published","inactive","-"
"CCC(C)=O","-","3291","midnighter","published","inactive","-"
"CCC1(O)CC(OC2CC(C(OC3CC(O)C(OC4CC(O)C(O)C(C)O4)C(C)O3)C(C)O2)N(C)C)C2=C(O)C3=C(C=C2C1C(=O)OC)C(=O)C1=C(O)C=CC(O)=C1C3=O","-","3292","midnighter","published","active","-"
"O=C1CCC2=CC=CC=C2O1","-","3293","midnighter","published","inactive","-"
"N#C\C=C/C#N","-","3294","midnighter","published","inactive","-"
"BrC1=CC=C(C=C1)C(=O)C1OC1C1=CC=CC=C1","-","3295","midnighter","published","inactive","-"
"OC[C@H](O)CI","-","3296","midnighter","published","active","-"
"CCCCC[C@@H](CC)OC(=O)C1=CC(=CC=C1)C(=O)O[C@H](CC)CCCCC","-","3297","midnighter","published","inactive","-"
"COC(=O)[C@@]1(O[C@@]1(C)[C@H](O)C(C)C)C(N)=O","-","3298","midnighter","published","active","-"
"CC1=CC=CC(NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)=C1","-","3299","midnighter","published","inactive","-"
"O1C2=CC=CC=C2OC2=CC=CC=C12","-","3300","midnighter","published","inactive","-"
"O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O","-","3301","midnighter","published","active","-"
"CC1=CC=CC2=C1C=CC1=C2C=CC=C1","-","3302","midnighter","published","active","-"
"CC1=CC=C(N=NC2=C(O)C(=CC3=C2C=CC(=C3)S(O)(=O)=O)S(O)(=O)=O)C(C)=C1","-","3303","midnighter","published","active","-"
"OCC1OC(CC1O)N1C=C(COO)C(=O)NC1=O","-","3304","midnighter","published","active","-"
"CC1=CC=C2N=C3C(C=CC4=C3C=CC=C4)=C(CO)C2=C1","-","3305","midnighter","published","active","-"
"NC1=CC=CC=C1C(O)=O","-","3306","midnighter","published","inactive","-"
"COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(CC(O)(CC3OC3CC(N)CC(C)O3)C(=O)CO)C(O)=C1C2=O","-","3307","midnighter","published","active","-"
"NC1=CC=CC(=C1O)N(=O)=O","-","3308","midnighter","published","inactive","-"
"COC1=C(O)C=C2CCN(C)C3CC4=CC=CC=C4C1=C23","-","3309","midnighter","published","active","-"
"CC12OC1CC1CC2C1(C)C","-","3310","midnighter","published","inactive","-"
"CN1C2=C(C=CC=C2)C2=C1C=C(C=C2)N(=O)=O","-","3311","midnighter","published","active","-"
"CC(=O)OC1C(O)C(OC(=O)\C=C\C2=CC=C(O)C=C2)C(CO)OC1OC12CC(C)(C)C(=O)C1C(C)(O)C1(CC1)C(C)=C2","-","3212","midnighter","published","active","-"
"CO\C(=C/C(O)=O)C(=O)C(C)=C","-","3213","midnighter","published","active","-"
"O=C1CCC2=CC=C3C=CC4=C(C=CC=C4)C3=C12","-","3214","midnighter","published","inactive","-"
"CCCCOCCCC","-","3215","midnighter","published","inactive","-"
"CCNC(=N)N(N=O)N(=O)=O","-","3216","midnighter","published","active","-"
"CNC1=CC=C2N=CC(=NC2=C1C)C1=CC=CC=C1","-","3217","midnighter","published","active","-"
"COC(=O)C1=C(C)N=C(C)C(C1C1=CC=CC=C1N(=O)=O)=C(O)OCC(C)=O","-","3218","midnighter","published","inactive","-"
"CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC","-","3219","midnighter","published","inactive","-"
"CN1C=NC2=C1C(=O)N(C)C(=O)N2C","-","3220","midnighter","published","inactive","-"
"CN1CCC2=CC3=C(OCO3)C3=C2C1C(O)C1=CC=CC=C31","-","3221","midnighter","published","active","-"
"CC(C)=C","-","3222","midnighter","published","inactive","-"
"CC1=CC(=O)OC2=C3OC4(C)OOC4(C)C3=CC=C12","-","3223","midnighter","published","active","-"
"ClC1=CC=C(C=O)C=C1","-","3224","midnighter","published","inactive","-"
"CCCC(=O)OCC1=CC=C(C=C1)N(=O)=O","-","3225","midnighter","published","active","-"
"CC(Br)C(=O)NC(C)(C)C","-","3226","midnighter","published","inactive","-"
"CC1C2CCC(C)CN2C2CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C12","-","3227","midnighter","published","inactive","-"
"OC1=CC=CC2=C1C=CC1=C2C2=C(N1)C=C(C1=C2C=CC=C1)N(=O)=O","-","3228","midnighter","published","active","-"
"OC1C=CC2=C(C=C3C4=C2C2=C(C=CC=C2)C4=CC2=C3C=CC=C2)C1O","-","3229","midnighter","published","active","-"
"OC1=CC2=C3C(C=CC4=C5C=CC=CC5=CC(C=C2)=C34)=C1","-","3230","midnighter","published","active","-"
"OC1=C2C3=C(C=CC=C3)C3=C2C2=C(C=C3)C=CC3=C2C1=CC=C3","-","3231","midnighter","published","inactive","-"
"NNC(=O)C1=C(N)C2=C(N1)C=CC=C2","-","3232","midnighter","published","active","-"
"CCN(CC)CCNC1=CC=C2N=CN3C2=C1C(=O)C1=CC(O)=CC=C31","-","3233","midnighter","published","active","-"
"C[Si](C)(C)O[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C","-","3234","midnighter","published","inactive","-"
"CCN(CC)C1=CC(NC(C)=O)=C(C=C1OC)N=NC1=C(Br)C=C(C=C1N(=O)=O)N(=O)=O","-","3235","midnighter","published","active","-"
"CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C11CO1","-","3236","midnighter","published","inactive","-"
"CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1","-","3237","midnighter","published","inactive","-"
"CCOP(=S)(OCC)OC1=CC=C2C(C)=C(Cl)C(=O)OC2=C1","-","3238","midnighter","published","inactive","-"
"ClC1=CC(Cl)=C(Cl)C=C1Cl","-","3239","midnighter","published","inactive","-"
"NC1=CC=C2C(NC3=C2C=CC=C3)=C1","-","3240","midnighter","published","active","-"
"CC1(C)S[C@@H]2[C@@H](NC(=O)[C@@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O","-","3241","midnighter","published","inactive","-"
"O=N(=O)C1=CC=C2C(C=CC3=C2C=C2C=CC4=C(C=CC=C4)C2=C3)=C1","-","3242","midnighter","published","active","-"
"CC(=C)C1CO1","-","3243","midnighter","published","inactive","-"
"CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1","-","3244","midnighter","published","active","-"
"O=C1C2=CC=CC=C2C2=CC=C3C=CC=CC3=C12","-","3245","midnighter","published","inactive","-"
"C[C@@]12CC[C@@H](CC1)C(C)(C)O2","-","3246","midnighter","published","inactive","-"
"CCN(CC)C(=S)SSC(=S)N(CC)CC","-","3247","midnighter","published","inactive","-"
"CN1C2=CC=C(C=C2C(=NCC1=O)C1=CC=CC=C1F)N(=O)=O","-","3248","midnighter","published","active","-"
"ClC1=C(OC(=C1Cl)N(=O)=O)C(=O)CBr","-","3249","midnighter","published","active","-"
"CC1=CC(O)=CC2=C1C1=CC(O)=CC(O)=C1C(=O)O2","-","3250","midnighter","published","inactive","-"
"CN(C)C1=C2N=CN=C2N=CN1","-","3251","midnighter","published","active","-"
"FC(F)(F)C(F)(F)C(Cl)Cl","-","3252","midnighter","published","inactive","-"
"CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1","-","3253","midnighter","published","inactive","-"
"NC1=CC=CC2=NC3=C(C=CC=C3N)N=C12","-","3254","midnighter","published","active","-"
"CC1=NC=C(CNC(=O)N(CCCl)N=O)C(N)=N1","-","3255","midnighter","published","active","-"
"CC(=O)NC1=CC=C2C=CC3=C4C(C=CC1=C24)=CC=C3","-","3256","midnighter","published","active","-"
"C1C=C[C@@H]2[C@@H]3C[C@@H](C=C3)[C@H]12","-","3257","midnighter","published","inactive","-"
"COCCOCCOCCOC","-","3258","midnighter","published","active","-"
"COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(C)C(O)C(O)C2O)C(O)C1OC1OC(C)C(O)C(O)C1O","-","3259","midnighter","published","inactive","-"
"COC(=O)C(N)CSCCCl","-","3260","midnighter","published","active","-"
"C1=CC=C(C=C1)N=NC1=CC=CC=C1","-","3261","midnighter","published","active","-"
"CC(C)(C)OC(=O)CN=[N]#N","-","3162","midnighter","published","active","-"
"O=N(=O)C1=CC=C2N=C3C=CC=CC3=NC2=C1","-","3163","midnighter","published","active","-"
"NC1=CC=CC(=C1N)N(=O)=O","-","3164","midnighter","published","active","-"
"CCN(C(C)=O)C1=CC=C2C(CC3=CC=CC=C23)=C1","-","3165","midnighter","published","active","-"
"C[C@H](I)[C@@H]1OC[C@@H](CO)O1","-","3166","midnighter","published","active","-"
"CC1=CC(=C(C)C2=C1NC1=C2C=CC=C1)N(=O)=O","-","3167","midnighter","published","active","-"
"OC1=CC=C2C3C4OC4C(=O)C4=C(O)C=CC(C5C6OC6C(=O)C1=C25)=C34","-","3168","midnighter","published","active","-"
"CCCCCCOC(=O)C(C)=C","-","3169","midnighter","published","inactive","-"
"CS(=O)(=O)OCCC1=CC=C(OCC2=CC=CC=C2)C=C1","-","3170","midnighter","published","active","-"
"CC1(C)CCCC2(C)C1CC=C(C=O)C2C=O","-","3171","midnighter","published","inactive","-"
"NC1=CC=C(Br)C=C1","-","3172","midnighter","published","inactive","-"
"OC(=O)C1=CC(=CC=C1O)N=NC1=CC=C(C=C1)N(=O)=O","-","3173","midnighter","published","active","-"
"CC1=CC=C2N=C3C4=CC=CC=C4C(O)C(O)C3=C(C)C2=C1","-","3174","midnighter","published","inactive","-"
"NC1=CC2=C(C=CC3=C2C=CC=C3)C2=C1C=CC=C2","-","3175","midnighter","published","active","-"
"CCCCON(OC(C)=O)C(=O)C1=CC=C(C=C1)N(=O)=O","-","3176","midnighter","published","active","-"
"NC(CSC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl)C(O)=O","-","3177","midnighter","published","inactive","-"
"CC1=CC=CC=N1","-","3178","midnighter","published","inactive","-"
"ClC1=CC=C(NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(Cl)=C1","-","3179","midnighter","published","inactive","-"
"CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO","-","3180","midnighter","published","inactive","-"
"CN1C(N)=NC2=C1C=C(C=N2)C1=CC=CC=C1","-","3181","midnighter","published","active","-"
"CC1=CC=C2C=C3C=CC4=C(C=CC=C4)C3=NC2=C1","-","3182","midnighter","published","active","-"
"CNCCCC(O)=O","-","3183","midnighter","published","inactive","-"
"O=C\C=C/C1=CC=CC=C1","-","3184","midnighter","published","active","-"
"ClC(Cl)(Cl)Cl","-","3185","midnighter","published","inactive","-"
"OC\C=C\C1=CC=CC=C1","-","3186","midnighter","published","inactive","-"
"O=C1CCCO1","-","3187","midnighter","published","inactive","-"
"CC1=CC=C2C=CC3=C(C=CC=C3)C2=C1C","-","3188","midnighter","published","inactive","-"
"CC(C)(C)NCC(O)COC1=CC=CC2=C1CC(O)C(O)C2","-","3189","midnighter","published","inactive","-"
"COC1=NC(=O)N(CC(O)CN=[N]#N)C=C1C","-","3190","midnighter","published","active","-"
"CNN(=O)=O","-","3191","midnighter","published","inactive","-"
"CC(C)=CCC1CCCC1=O","-","3192","midnighter","published","inactive","-"
"FC1=CC=C2N=CC=CC2=C1F","-","3193","midnighter","published","active","-"
"NC1=CC(C(O)=O)=C(O)C(=C1)S(O)(=O)=O","-","3194","midnighter","published","inactive","-"
"CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1","-","3195","midnighter","published","inactive","-"
"CC1=C(C)C2=C(N=C3C=CC=CC3=C2N)C2=C1C=CC=C2","-","3196","midnighter","published","active","-"
"CC(=O)OC1CC2C3(C)CCCC(C)(C)C3CCC2(C)C2CC=C(C=O)C(C=O)C12C","-","3197","midnighter","published","inactive","-"
"ClCCSCC1=CC=CC=C1","-","3198","midnighter","published","active","-"
"CC1=CC(NO)=CC(C)=C1","-","3199","midnighter","published","active","-"
"NC1=CC=CC2=C1C=C(F)C=N2","-","3200","midnighter","published","active","-"
"CCN(CCCl)C1=CC=C(CCCNC2=C3C=CC=CC3=NC3=C2C=CC=C3)C=C1","-","3201","midnighter","published","active","-"
"C1COCCN1","-","3202","midnighter","published","inactive","-"
"CC1=CC=C(C=C1)N=NC1=C(O)C=CC2=C1C=CC=C2","-","3203","midnighter","published","inactive","-"
"O=NC1=CC2=C(C=CC3=C2C=CC=C3)C2=C1C=CC=C2","-","3204","midnighter","published","active","-"
"S=C=NC1=CC=CC2=C1C=CC=C2","-","3205","midnighter","published","active","-"
"CNC(=O)OC1=CC2=C(C=CC=C2)C2=C1C=CC=C2","-","3206","midnighter","published","active","-"
"OC1=CC=C2[C@@H]3C4=C(C[C@@]3(O)COC2=C1O)C=C(O)C(O)=C4","-","3207","midnighter","published","inactive","-"
"C1=CC2=C(C=C1)C1=C(C=CC=C1)C1=CC3=CC=CC=C3C=C21","-","3208","midnighter","published","active","-"
"ClC1=CC=C(C(Cl)=C1)S(=O)(=O)N1N=CC(Cl)=C(Cl)C1=O","-","3209","midnighter","published","inactive","-"
"CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1","-","3210","midnighter","published","inactive","-"
"CC(=C)C(=O)OCC(C)(C)COC(=O)C(C)=C","-","3211","midnighter","published","inactive","-"
"CC1=CC=C(NC2=CC=C(C=C2)N(=O)=O)C=C1","-","3112","midnighter","published","active","-"
"CC(C)OC(=O)C[C@@](O)(CC(O)=O)C(O)=O","-","3113","midnighter","published","inactive","-"
"OC[C@H](O)[C@H]1OC(O)=C(O)C1=O","-","3114","midnighter","published","inactive","-"
"O[C@H]1C=C2C3=CC=C4C=CC=CC4=C3C3=CC=CC([C@@H]1O)=C23","-","3115","midnighter","published","active","-"
"CN(C)CNC1=NN=C(O1)\C=C\C1=CC=C(O1)N(=O)=O","-","3116","midnighter","published","active","-"
"O=C1CCO1","-","3117","midnighter","published","active","-"
"NC(=O)C1=CC=CC=C1O","-","3118","midnighter","published","inactive","-"
"CC1CCN(CC1)N=O","-","3119","midnighter","published","active","-"
"C[Si](C)(CCCOCC1CO1)C1=CC=C(C=C1)[Si](C)(C)CCCOCC1CO1","-","3120","midnighter","published","active","-"
"CC(C)(C)OC[C@H]1CO1","-","3121","midnighter","published","active","-"
"ClC(=O)C1=CC=C(Cl)C=C1Cl","-","3122","midnighter","published","active","-"
"CC1=CC=C(O)C(C)=C1","-","3123","midnighter","published","active","-"
"CC(=O)ON(C(C)=O)C1=CC=C2C(CC3=CC=CC=C23)=C1","-","3124","midnighter","published","active","-"
"NCCCCCCCCCCC(O)=O","-","3125","midnighter","published","inactive","-"
"NCCCl","-","3126","midnighter","published","active","-"
"OC1=CC=CC2=C1[N+](O)=CC=C2","-","3127","midnighter","published","inactive","-"
"CCCCC1=CC=C(C=C1)\N=C/C1=CC=C(OC)C=C1","-","3128","midnighter","published","active","-"
"CN1C=NC2=C1C(=O)NC(=O)N2C","-","3129","midnighter","published","inactive","-"
"CC(O)CC(=O)NC1=CC=C(O)C=C1","-","3130","midnighter","published","inactive","-"
"OC(=O)C1=CC=C(C=C1)N(=O)=O","-","3131","midnighter","published","active","-"
"CC1CC23CC1(O)CCC2C1(C)CCCC(C)(C1CC3)C(O)=O","-","3132","midnighter","published","inactive","-"
"O=C1CCCCC1=O","-","3133","midnighter","published","active","-"
"CCC\C=C\C=O","-","3134","midnighter","published","active","-"
"O=N(=O)C1=CC=CC(NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)=C1","-","3135","midnighter","published","inactive","-"
"OC(=O)C(Cl)CCl","-","3136","midnighter","published","inactive","-"
"C=CC=O","-","3137","midnighter","published","active","-"
"BrC1=CC=CC=C1NC(=O)C1=CSC(=C1)N(=O)=O","-","3138","midnighter","published","active","-"
"CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(O)=C(O)C1=O","-","3139","midnighter","published","inactive","-"
"CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCCO)=C(I)C(C(=O)NCC(O)CO)=C1I","-","3140","midnighter","published","inactive","-"
"ClP(=O)(N1CCOC1=O)N1CCOC1=O","-","3141","midnighter","published","active","-"
"ClC1=C(Cl)C(=O)OC1","-","3142","midnighter","published","active","-"
"ClC1=C(Cl)C=C2OC3=CC(=CC=C3OC2=C1)N(=O)=O","-","3143","midnighter","published","active","-"
"NC(CSC(F)(F)C(F)(F)C(F)F)C(O)=O","-","3144","midnighter","published","inactive","-"
"COP(=O)(OC)O\C(C)=C/C(=O)O[C@@H](C)C1=CC=CC=C1","-","3145","midnighter","published","inactive","-"
"COC(=O)C1=CC=CO1","-","3146","midnighter","published","inactive","-"
"OCC1=CC=C(O)C=C1","-","3147","midnighter","published","inactive","-"
"CCCC[C@@H](CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1","-","3148","midnighter","published","inactive","-"
"C1=CC=C(N=C1)C1=CC=CC(=N1)C1=CC=CC=N1","-","3149","midnighter","published","active","-"
"NC1=CC=C(\C=C\C2=CC=CC(Cl)=C2)C=C1","-","3150","midnighter","published","active","-"
"CS(=O)(=O)C1=CC=C(Cl)C=C1","-","3151","midnighter","published","inactive","-"
"CN(C)C(=O)OC1=CC=C[N+](C)=C1","-","3152","midnighter","published","inactive","-"
"CC(CC1=CC=C(O)C(O)=C1)C(C)CC1=CC=C(O)C(O)=C1","-","3153","midnighter","published","inactive","-"
"C1=CC2=C(C=C1)C1=C(C=NC3=CC=CC=C13)C=N2","-","3154","midnighter","published","inactive","-"
"C=CC#N","-","3155","midnighter","published","active","-"
"COC(=O)NC1=NC2=C(N1)C=CC(O)=C2","-","3156","midnighter","published","inactive","-"
"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2NO","-","3157","midnighter","published","active","-"
"CCN(CC)C1=CC=C(C=C1)N=NC1=CC=CC=C1","-","3158","midnighter","published","inactive","-"
"CCOCCOC(=O)\C=C/C1=CC=C(OC)C=C1","-","3159","midnighter","published","inactive","-"
"NC1=NC2=C(N1)C=CC=C2","-","3160","midnighter","published","inactive","-"
"N[C@H](CC1=CNC2=C1C=CC=C2)C(O)=O","-","3161","midnighter","published","inactive","-"
"OC1(O)C(=O)NC(=O)NC1=O","-","3062","midnighter","published","inactive","-"
"CC(C(O)=O)C1=CC=C2C(NC3=C2C=C(Cl)C=C3)=C1","-","3063","midnighter","published","inactive","-"
"OCC1OC(CC1O)N1C=C(I)C(=O)NC1=O","-","3064","midnighter","published","active","-"
"CCC(CO)N(=O)=O","-","3065","midnighter","published","inactive","-"
"OC(=O)CCCC1=CC=C(NCCCl)C=C1","-","3066","midnighter","published","active","-"
"CC1=CC=C(Cl)C=C1","-","3067","midnighter","published","inactive","-"
"OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O","-","3068","midnighter","published","inactive","-"
"FC1=CC2=C(N=CC=C2)C2=C1C=CC=N2","-","3069","midnighter","published","active","-"
"CC1=CC(C)=C(N)C2=NSN=C12","-","3070","midnighter","published","active","-"
"ONC1=CC=CC(=C1)C1=CC=CC=C1","-","3071","midnighter","published","inactive","-"
"NC1=CC=C2C=CC=CC2=C1S(O)(=O)=O","-","3072","midnighter","published","active","-"
"OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl","-","3073","midnighter","published","inactive","-"
"OC(=O)CCCC1=CNC2=C1C=CC=C2","-","3074","midnighter","published","inactive","-"
"C1CC2=CC=C3N=C4C=CC5=C(C=CC=C5)C4=CC3=C2C=C1","-","3075","midnighter","published","active","-"
"OC1=CC2=C3C(C=CC4=C3C1=CC=C4)=CC=C2N(=O)=O","-","3076","midnighter","published","active","-"
"OC1=C(Cl)C=C(Cl)C=C1Cl","-","3077","midnighter","published","inactive","-"
"CC1=CC=CO1","-","3078","midnighter","published","inactive","-"
"C=CCNCC=C","-","3079","midnighter","published","inactive","-"
"CC1=CC(=CC(=C1O)N(=O)=O)N(=O)=O","-","3080","midnighter","published","inactive","-"
"OC1COC(NC2=CC=C(C=C2)C(O)=O)C(O)C1O","-","3081","midnighter","published","inactive","-"
"CC(=O)C1(C)OC11C(=O)C=CC2=CC=CC=C12","-","3082","midnighter","published","inactive","-"
"CCC1=C2C=CC3=C(C=CC=C3)C2=C(CC)C2=C1C=CC=C2","-","3083","midnighter","published","inactive","-"
"CC(=O)C1=CC=CN1","-","3084","midnighter","published","active","-"
"COC1=CC(N)=C(OC)C=C1N","-","3085","midnighter","published","active","-"
"O1C2=CC=CC=C2SC2=CC=CC=C12","-","3086","midnighter","published","inactive","-"
"O=N(=O)C1=CC=C2C(=C1)C1=NC3=C(C=CC=C3)C3=C1C2=NC1=C3C=CC=C1","-","3087","midnighter","published","active","-"
"COC1=CC2=C(C(O)=C1O)C(=O)C1=C(O)C=C(C)C=C1C2=O","-","3088","midnighter","published","active","-"
"C=CC1=CC=CN=C1","-","3089","midnighter","published","inactive","-"
"CC1(C)S[C@@H]2[C@@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O","-","3090","midnighter","published","inactive","-"
"NC1=CC=C2C=CC3=C4C(C=CC1=C24)=CC=C3","-","3091","midnighter","published","active","-"
"CCCCCC[C@H](O)C\C=C/CCCCCCCC(O)=O","-","3092","midnighter","published","inactive","-"
"OCCSN=O","-","3093","midnighter","published","active","-"
"O=NN1CCNC1=O","-","3094","midnighter","published","active","-"
"CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O","-","3095","midnighter","published","inactive","-"
"C\C=C\Cl","-","3096","midnighter","published","active","-"
"NC1=C2C=CC=CC2=C(C=C1N=NC1=CC=C(C=C1)C1=CC=C(C=C1)N=NC1=C(N)C2=C(C=CC=C2)C(=C1)S(O)(=O)=O)S(O)(=O)=O","-","3097","midnighter","published","active","-"
"O=N(=O)C1=CC=C(OCC2CO2)C=C1","-","3098","midnighter","published","active","-"
"S1C2=C(C=CC=C2)C2=C1C1=CC=CC=C1C=C2","-","3099","midnighter","published","active","-"
"OC1=CC=CC=C1NC1=CC=C(C=C1N(=O)=O)N(=O)=O","-","3100","midnighter","published","active","-"
"C1O[C@@H]1C1=CC=C2C=CC3=C4C(C=CC1=C24)=CC=C3","-","3101","midnighter","published","active","-"
"CC(C)N(=O)=O","-","3102","midnighter","published","active","-"
"OCC(O)COP(O)(O)=O","-","3103","midnighter","published","inactive","-"
"OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(O)=C2)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C1OC(=O)C1=CC(O)=C(O)C(O)=C1","-","3104","midnighter","published","inactive","-"
"CCN(CC)N=O","-","3105","midnighter","published","active","-"
"CC(=O)C1=CC=C(C=C1)N(=O)=O","-","3106","midnighter","published","active","-"
"COC1=C(O)C2=C(CCN2C(N)=O)C2=C1NC(=C2)C(=O)N1CCC2=C1C(O)=C(OC)C1=C2C=C(N1)C(=O)N1CC2CC22C1=CC(=O)C1=C2C(C)=CN1","-","3107","midnighter","published","inactive","-"
"COC12OOC1(C)OC1=CC=CC=C21","-","3108","midnighter","published","active","-"
"COC1=CC2=C(NC=C2CCNC(C)=O)C=C1O","-","3109","midnighter","published","inactive","-"
"C[Si](C)(C)CN(N=O)C(N)=O","-","3110","midnighter","published","active","-"
"ClC(CBr)CBr","-","3111","midnighter","published","active","-"
"OC1=C2C=NN=C2N=CN1","-","3012","midnighter","published","inactive","-"
"NC1=CC=CC=C1O","-","3013","midnighter","published","active","-"
"O=NN1CCSCC1","-","3014","midnighter","published","active","-"
"CC1(CO1)C=C","-","3015","midnighter","published","inactive","-"
"CNC1CC2=CC=CC3=C2C(C1)=CC=C3","-","3016","midnighter","published","active","-"
"C[N+]1=C2C=CC=CC2=CC2=C1C=CC(N)=C2","-","3017","midnighter","published","active","-"
"OC1=CC2=C(C=CC=C2)C2=C1C1=C(C=CC=C1)C=C2","-","3018","midnighter","published","inactive","-"
"CN1CC(CO)=C[C@@H]2[C@H]1CC1=CN(CC=C)C3=C1C2=CC=C3","-","3019","midnighter","published","active","-"
"NC1=NC=NC2=C1N=CN2CC1=CC=CC=C1","-","3020","midnighter","published","active","-"
"NC1=CC=C(CC2=CC=C(N)C(CC3=CC=C(N)C=C3)=C2)C=C1","-","3021","midnighter","published","active","-"
"CC(C)CON=O","-","3022","midnighter","published","active","-"
"CC1=CC=C(C=C1N(CCCl)CCCl)C(O)(P(O)(O)=O)P(O)(O)=O","-","3023","midnighter","published","active","-"
"CCOC(OCC)\C=C(\C)CCC=C(C)C","-","3024","midnighter","published","inactive","-"
"CCCC1=CC=C2OCOC2=C1","-","3025","midnighter","published","inactive","-"
"CC(C)N1C(\C=C\[C@H](O)C[C@@H](O)CC(O)=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1","-","3026","midnighter","published","inactive","-"
"CC[N+](CC)=C1C=CC2=NC3=C(OC2=C1)C=C(N)C1=C3C=CC=C1","-","3027","midnighter","published","active","-"
"NC1=CC=C(N)C2=C1C=CC=C2","-","3028","midnighter","published","active","-"
"Cl\C=C(/Cl)C(Cl)Cl","-","3029","midnighter","published","active","-"
"CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1","-","3030","midnighter","published","inactive","-"
"OCC(O)C(O)C(O)C(NC(=O)N(CCCl)N=O)C=O","-","3031","midnighter","published","active","-"
"CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C(O)=C3C(=O)C2=C1","-","3032","midnighter","published","active","-"
"OC1=CC(O)=CC=C1","-","3033","midnighter","published","inactive","-"
"CC(=O)OCC1=C2C=CC3=C(C=CC=C3)C2=CC2=C1C=CC=C2","-","3034","midnighter","published","active","-"
"CC1=CC(=CC(C)=C1N)C1=CC(C)=C(N)C(C)=C1","-","3035","midnighter","published","inactive","-"
"CC(=C)C1=CC=C(C)C2=CC=C(C=O)C2=C1","-","3036","midnighter","published","active","-"
"COC1=CC=C2C=C(C3=C(OC(=O)C=C3)C2=C1)N(=O)=O","-","3037","midnighter","published","active","-"
"CC(=O)C1=CCC2C3=CCC4=CC(O)C(O)CC4(C)C3CC(O)C12C","-","3038","midnighter","published","inactive","-"
"OC(=O)C1=C(Cl)C=CC=C1Cl","-","3039","midnighter","published","inactive","-"
"CC(C)(C)NC(=O)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O","-","3040","midnighter","published","inactive","-"
"CC(=O)NC1=CC=C(C=C1)C(O)=O","-","3041","midnighter","published","inactive","-"
"O=N(=O)OCC(CON(=O)=O)(CON(=O)=O)CON(=O)=O","-","3042","midnighter","published","inactive","-"
"O=N(=O)\C=C\C1=CC=CO1","-","3043","midnighter","published","inactive","-"
"COC1=CC(=O)C=CC1=O","-","3044","midnighter","published","inactive","-"
"O=C(OCC1CO1)C1=CC=C(C=C1)N(=O)=O","-","3045","midnighter","published","active","-"
"CN(OC(C)=O)C1=CC=C(C=C1)N=NC1=CC=CC=C1","-","3046","midnighter","published","active","-"
"COC1=CC=C(\C=C\C)C(OC)=C1","-","3047","midnighter","published","inactive","-"
"ClC1=C(CBr)COC1=O","-","3048","midnighter","published","active","-"
