"SMILES","RECORDID","MOLECULEID","EXTERNALID","N","INTRODUCER","MODIFIER","log(IGC50-1) {measured}","UNIT {log(IGC50-1)}","log(IGC50-1) {measured, converted}","UNIT {log(IGC50-1)}","COMMENTS"
"CC1=CC(O)=C(Cl)C=C1C","R34070","M8783","-","186","itetko","published","0.69","-log(mmol/L)","0.69","-log(mmol/L)","-"
"COC1=CC(OC)=CC(O)=C1","R34071","M13153","-","187","itetko","published","-0.09","-log(mmol/L)","-0.09","-log(mmol/L)","-"
"OC1=CC=C(CC#N)C=C1","R34072","M582","-","188","itetko","published","-0.38","-log(mmol/L)","-0.38","-log(mmol/L)","-"
"CC1=CC(Br)=CC(C)=C1O","R34073","M14202","-","189","itetko","published","1.16","-log(mmol/L)","1.16","-log(mmol/L)","-"
"CC1=CC(O)=C(Cl)C=C1","R34074","M10480","-","190","itetko","published","0.54","-log(mmol/L)","0.54","-log(mmol/L)","-"
"OC1=CC=C(Br)C=C1","R34075","M3624","-","191","itetko","published","0.68","-log(mmol/L)","0.68","-log(mmol/L)","-"
"OCCC1=CC=C(Cl)C=C1","R34076","M4222","-","192","itetko","published","0.32","-log(mmol/L)","0.32","-log(mmol/L)","-"
"OCC1=CC=C(Cl)C=C1","R34077","M8799","-","193","itetko","published","0.25","-log(mmol/L)","0.25","-log(mmol/L)","-"
"CC1=CC(C)=C(C(C)=C1)[N+]([O-])=O","R34078","M10253","-","194","itetko","published","0.86","-log(mmol/L)","0.86","-log(mmol/L)","-"
"OCC1=CC(Cl)=CC=C1","R34079","M14375","-","195","itetko","published","0.15","-log(mmol/L)","0.15","-log(mmol/L)","-"
"OC1=CC=CC=C1Br","R34080","M11509","-","196","itetko","published","0.33","-log(mmol/L)","0.33","-log(mmol/L)","-"
"COC1=C(O)C=CC(=C1)C#N","R34081","M9197","-","197","itetko","published","-0.03","-log(mmol/L)","-0.03","-log(mmol/L)","-"
"OCC1=CC(=CC=C1)[N+]([O-])=O","R34082","M1702","-","198","itetko","published","-0.22","-log(mmol/L)","-0.22","-log(mmol/L)","-"
"COC1=CC=C(C=C1)C#N","R34083","M12832","-","199","itetko","published","0.1","-log(mmol/L)","0.1","-log(mmol/L)","-"
"CC(=O)C1=CC(C)=C(C)C=C1O","R34084","M13911","-","200","itetko","published","0.71","-log(mmol/L)","0.71","-log(mmol/L)","-"
"COC1=CC=CC=C1C=O","R34085","M8644","-","201","itetko","published","0.15","-log(mmol/L)","0.15","-log(mmol/L)","-"
"CNC1=CC=C(C=C1)C(=O)OC","R34086","M6244","-","202","itetko","published","0.31","-log(mmol/L)","0.31","-log(mmol/L)","-"
"O=CC1=CC=C(OC2=CC=CC=C2)C=C1","R34087","M9486","-","203","itetko","published","1.26","-log(mmol/L)","1.26","-log(mmol/L)","-"
"COC1=CC(OC)=C(OC)C=C1C=O","R34088","M4246","-","204","itetko","published","-0.1","-log(mmol/L)","-0.1","-log(mmol/L)","-"
"NC1=CC=C(C=C1)C(=O)C1=CC=CC=C1","R34089","M9596","-","205","itetko","published","0.68","-log(mmol/L)","0.68","-log(mmol/L)","-"
"CCCOC(=O)C=CC1=CC=CC=C1","R34090","M8050","-","206","itetko","published","1.23","-log(mmol/L)","1.23","-log(mmol/L)","-"
"CCOC(=O)C=CC1=CC=CC=C1","R34091","M5442","-","207","itetko","published","0.99","-log(mmol/L)","0.99","-log(mmol/L)","-"
"CCCCCC(=O)C1=CC=CC=C1","R34092","M6605","-","208","itetko","published","1.19","-log(mmol/L)","1.19","-log(mmol/L)","-"
"CCCCOC(=O)C=CC1=CC=CC=C1","R34093","M7923","-","209","itetko","published","1.53","-log(mmol/L)","1.53","-log(mmol/L)","-"
"ClC1=CC=C(CC#N)C=C1","R34094","M4733","-","210","itetko","published","0.66","-log(mmol/L)","0.66","-log(mmol/L)","-"
"COC(=O)C=CC1=CC=CC=C1","R34095","M1243","-","211","itetko","published","0.58","-log(mmol/L)","0.58","-log(mmol/L)","-"
"CCOC(=O)C1=CC=C(OC)C=C1","R34096","M2614","-","212","itetko","published","0.77","-log(mmol/L)","0.77","-log(mmol/L)","-"
"NNC(=O)CC1=CC=CC=C1","R34097","M2810","-","213","itetko","published","-0.48","-log(mmol/L)","-0.48","-log(mmol/L)","-"
"OC1=C(Cl)C=CC=C1Cl","R34098","M3968","-","214","itetko","published","0.73","-log(mmol/L)","0.73","-log(mmol/L)","-"
"CC(C)CCOC(=O)C1=CC=C(O)C=C1","R34099","M5829","-","215","itetko","published","1.48","-log(mmol/L)","1.48","-log(mmol/L)","-"
"OC1=CC=C(C=C1)C(=O)CC1=CC=CC=C1","R34100","M4888","-","216","itetko","published","1.07","-log(mmol/L)","1.07","-log(mmol/L)","-"
"O=C(OCC1=CC=CC=C1)C1=CC=CC=C1","R34101","M10305","-","217","itetko","published","1.45","-log(mmol/L)","1.45","-log(mmol/L)","-"
"OC1=CC=C(C=C1)C(=O)C1=CC=CC=C1","R34102","M7490","-","218","itetko","published","1.02","-log(mmol/L)","1.02","-log(mmol/L)","-"
"CC1=C(O)C=C(C=C1)[N+]([O-])=O","R34103","M11188","-","219","itetko","published","0.66","-log(mmol/L)","0.66","-log(mmol/L)","-"
"NC(=O)C1=C(O)C=CC(Cl)=C1","R34104","M7447","-","220","itetko","published","0.59","-log(mmol/L)","0.59","-log(mmol/L)","-"
"OC1=CC=CC(=C1)[N+]([O-])=O","R34105","M10051","-","221","itetko","published","0.51","-log(mmol/L)","0.51","-log(mmol/L)","-"
"O=CC1=CC(C=O)=CC=C1","R34106","M4813","-","222","itetko","published","0.18","-log(mmol/L)","0.18","-log(mmol/L)","-"
"CC(=O)C1=C(O)C=C(O)C=C1","R34107","M10667","-","223","itetko","published","0.25","-log(mmol/L)","0.25","-log(mmol/L)","-"
"ClC1=CC=CC(=C1)C(=O)C1=CC=CC=C1","R34108","M1548","-","224","itetko","published","1.55","-log(mmol/L)","1.55","-log(mmol/L)","-"
"O=C(OC1=CC=CC=C1)C1=CC=CC=C1","R34109","M2485","-","225","itetko","published","1.35","-log(mmol/L)","1.35","-log(mmol/L)","-"
"N#CC(=CC1=CC=CC=C1)C#N","R34110","M12121","-","226","itetko","published","0.64","-log(mmol/L)","0.64","-log(mmol/L)","-"
"[O-][N+](=O)C1=CC=C(OC2=CC=CC=C2)C=C1","R34111","M4939","-","227","itetko","published","1.58","-log(mmol/L)","1.58","-log(mmol/L)","-"
"CCOC(=O)C(C#N)C1=CC=CC=C1","R34112","M10722","-","228","itetko","published","-0.02","-log(mmol/L)","-0.02","-log(mmol/L)","-"
"COC1=CC=CC=C1[N+]([O-])=O","R34113","M1302","-","229","itetko","published","-0.07","-log(mmol/L)","-0.07","-log(mmol/L)","-"
"CC1=C(C(O)=CC=C1)[N+]([O-])=O","R34114","M9161","-","230","itetko","published","0.61","-log(mmol/L)","0.61","-log(mmol/L)","-"
"NC(=O)C1=CC=CC=C1[N+]([O-])=O","R34115","M5654","-","231","itetko","published","-0.72","-log(mmol/L)","-0.72","-log(mmol/L)","-"
"[O-][N+](=O)C1=CC=CC=C1C=O","R34116","M1491","-","232","itetko","published","0.17","-log(mmol/L)","0.17","-log(mmol/L)","-"
"CC1=CC(=C(O)C=C1)[N+]([O-])=O","R34117","M10737","-","233","itetko","published","0.57","-log(mmol/L)","0.57","-log(mmol/L)","-"
"OC1=CC(O)=C(C=C1)C(=O)C1=C(O)C=C(O)C=C1","R34118","M12687","-","234","itetko","published","0.96","-log(mmol/L)","0.96","-log(mmol/L)","-"
"[O-][N+](=O)C1=CC=C(C=O)C=C1","R34119","M1130","-","235","itetko","published","0.2","-log(mmol/L)","0.2","-log(mmol/L)","-"
"CC1=CC(O)=C(C=C1)[N+]([O-])=O","R34120","M7534","-","236","itetko","published","0.59","-log(mmol/L)","0.59","-log(mmol/L)","-"
"OC1=C(Cl)C=C(Cl)C=C1C=O","R34121","M2428","-","237","itetko","published","1.55","-log(mmol/L)","1.55","-log(mmol/L)","-"
"[O-][N+](=O)C1=C(SCC2=CC=CC=C2)N=CC=C1","R34122","M1580","-","238","itetko","published","1.72","-log(mmol/L)","1.72","-log(mmol/L)","-"
"CCOC(=O)C1=CC=C(C=C1)[N+]([O-])=O","R34123","M8576","-","239","itetko","published","0.71","-log(mmol/L)","0.71","-log(mmol/L)","-"
"ClC1=CC(Cl)=C(C=O)C=C1","R34124","M13779","-","240","itetko","published","1.04","-log(mmol/L)","1.04","-log(mmol/L)","-"
"OC1=CC=C(C=C1)C(F)(F)F","R34125","M640","-","241","itetko","published","0.62","-log(mmol/L)","0.62","-log(mmol/L)","-"
"CC(=S)NC1=CC=CC=C1","R34126","M7067","-","242","itetko","published","-0.01","-log(mmol/L)","-0.01","-log(mmol/L)","-"
"OCC1=C(F)C(F)=C(F)C(F)=C1F","R34127","M8541","-","243","itetko","published","-0.2","-log(mmol/L)","-0.2","-log(mmol/L)","-"
"NC1=C(C=C(F)C=C1)C(F)(F)F","R34128","M6407","-","244","itetko","published","-0.02","-log(mmol/L)","-0.02","-log(mmol/L)","-"
"[O-][N+](=O)C1=C(Br)C=CC(Br)=C1","R34129","M12546","-","245","itetko","published","1.37","-log(mmol/L)","1.37","-log(mmol/L)","-"
"O=C(C#N)C1=CC=CC=C1","R34130","M3267","-","246","itetko","published","0.31","-log(mmol/L)","0.31","-log(mmol/L)","-"
"[O-][N+](=O)C1=C(F)C=CC(F)=C1","R34131","M13079","-","247","itetko","published","0.33","-log(mmol/L)","0.33","-log(mmol/L)","-"
"NC1=C(Br)C=C(Br)C=C1[N+]([O-])=O","R34132","M7780","-","248","itetko","published","1.62","-log(mmol/L)","1.62","-log(mmol/L)","-"
"OC1=C(C=C(C=O)C=C1)[N+]([O-])=O","R34133","M13802","-","249","itetko","published","0.61","-log(mmol/L)","0.61","-log(mmol/L)","-"
"O=C(N=C=S)C1=CC=CC=C1","R34134","M1542","-","250","itetko","published","0.1","-log(mmol/L)","0.1","-log(mmol/L)","-"
"CO","R34135","M8028","-","251","itetko","published","-2.6656","-log(mmol/L)","-2.6656","-log(mmol/L)",""
"CCO","R34136","M663936","-","252","itetko","published","-1.9912","-log(mmol/L)","-1.9912","-log(mmol/L)","-"
"CCC(C)O","R34137","M1029","-","253","itetko","published","-1.542","-log(mmol/L)","-1.542","-log(mmol/L)","-"
"CCCCCO","R34138","M288","-","254","itetko","published","-1.0304","-log(mmol/L)","-1.0304","-log(mmol/L)","-"
"CCCC(C)O","R34139","M5385","-","255","itetko","published","-1.1596","-log(mmol/L)","-1.1596","-log(mmol/L)","-"
"CCC(O)CC","R34140","M386","-","256","itetko","published","-1.2437","-log(mmol/L)","-1.2437","-log(mmol/L)","-"
"CC(C)C(C)O","R34141","M7096","-","257","itetko","published","-0.9959","-log(mmol/L)","-0.9959","-log(mmol/L)","-"
"CCC(C)CO","R34142","M9335","-","258","itetko","published","-0.9528","-log(mmol/L)","-0.9528","-log(mmol/L)","-"
"CC(C)(C)CO","R34143","M5766","-","259","itetko","published","-0.8702","-log(mmol/L)","-0.8702","-log(mmol/L)","-"
"CCCCOCCO","R34144","M8709","-","260","itetko","published","-1.3743","-log(mmol/L)","-1.3743","-log(mmol/L)","-"
"CCCCCCO","R34145","M14362","-","261","itetko","published","-0.3789","-log(mmol/L)","-0.3789","-log(mmol/L)","-"
"CC(C)(C)CCO","R34146","M2308","-","262","itetko","published","-0.7368","-log(mmol/L)","-0.7368","-log(mmol/L)","-"
"CC(C)C(O)C(C)C","R34147","M639","-","263","itetko","published","-0.7052","-log(mmol/L)","-0.7052","-log(mmol/L)","-"
"CCCCCCCCO","R34148","M5447","-","264","itetko","published","0.5827","-log(mmol/L)","0.5827","-log(mmol/L)","-"
"CCCCCCC(C)O","R34149","M10416","-","265","itetko","published","0.0011","-log(mmol/L)","0.0011","-log(mmol/L)","-"
"CCCCCC(O)CC","R34150","M7432","-","266","itetko","published","0.0309","-log(mmol/L)","0.0309","-log(mmol/L)","-"
"CCCCC(CC)CO","R34151","M13561","-","267","itetko","published","0.1673","-log(mmol/L)","0.1673","-log(mmol/L)","-"
"CCCCCCCCCO","R34152","M14468","-","268","itetko","published","0.8351","-log(mmol/L)","0.8351","-log(mmol/L)","-"
"CCCCCCCC(C)O","R34153","M7288","-","269","itetko","published","0.6183","-log(mmol/L)","0.6183","-log(mmol/L)","-"
"CCC(O)(CC)C(C)(C)C","R34154","M1317","-","270","itetko","published","-0.1691","-log(mmol/L)","-0.1691","-log(mmol/L)","-"
"CCCCCCCCCCCO","R34155","M5617","-","271","itetko","published","1.9547","-log(mmol/L)","1.9547","-log(mmol/L)","-"
"CCCCCCCCCCCCO","R34156","M6406","-","272","itetko","published","2.1612","-log(mmol/L)","2.1612","-log(mmol/L)","-"
"OC1CCCCC1","R34157","M3997","-","273","itetko","published","-0.7659","-log(mmol/L)","-0.7659","-log(mmol/L)","-"
"CCCC(O)CO","R34158","M12158","-","274","itetko","published","-1.6269","-log(mmol/L)","-1.6269","-log(mmol/L)","-"
"OCCCCCO","R34159","M265","-","275","itetko","published","-1.9344","-log(mmol/L)","-1.9344","-log(mmol/L)","-"
"CC(O)CC(C)(C)O","R34160","M10700","-","276","itetko","published","-1.9531","-log(mmol/L)","-1.9531","-log(mmol/L)","-"
"CCCCC(O)CO","R34161","M2603","-","277","itetko","published","-1.2669","-log(mmol/L)","-1.2669","-log(mmol/L)","-"
"OCCCCCCO","R34162","M13306","-","278","itetko","published","-1.4946","-log(mmol/L)","-1.4946","-log(mmol/L)","-"
"CC(O)CCC(C)O","R34163","M7929","-","279","itetko","published","-1.9598","-log(mmol/L)","-1.9598","-log(mmol/L)","-"
"CCCCCCCCC(O)CO","R34164","M13792","-","280","itetko","published","0.764","-log(mmol/L)","0.764","-log(mmol/L)","-"
"OCCCCCCCCCCO","R34165","M2791","-","281","itetko","published","0.224","-log(mmol/L)","0.224","-log(mmol/L)","-"
"OCCC=C","R34166","M14372","-","282","itetko","published","-1.6952","-log(mmol/L)","-1.6952","-log(mmol/L)","-"
"CC(=C)CCO","R34167","M1546","-","283","itetko","published","-1.1848","-log(mmol/L)","-1.1848","-log(mmol/L)","-"
"CC(C)(O)C=C","R34168","M3952","-","284","itetko","published","-1.3889","-log(mmol/L)","-1.3889","-log(mmol/L)","-"
"OCCCC=C","R34169","M6384","-","285","itetko","published","-1.2151","-log(mmol/L)","-1.2151","-log(mmol/L)","-"
"CC(O)CC=C","R34170","M14128","-","286","itetko","published","-1.5172","-log(mmol/L)","-1.5172","-log(mmol/L)","-"
"OCCCC#C","R34171","M1594","-","287","itetko","published","-1.4204","-log(mmol/L)","-1.4204","-log(mmol/L)","-"
"CC(C)(O)C#C","R34172","M1280","-","288","itetko","published","-1.3114","-log(mmol/L)","-1.3114","-log(mmol/L)","-"
"CCC=CCCO","R34173","M11023","-","289","itetko","published","-0.7772","-log(mmol/L)","-0.7772","-log(mmol/L)","-"
"OCCCCC#C","R34174","M3395","-","290","itetko","published","-1.2948","-log(mmol/L)","-1.2948","-log(mmol/L)","-"
"CCC(C)(O)C#C","R34175","M9516","-","291","itetko","published","-1.3226","-log(mmol/L)","-1.3226","-log(mmol/L)","-"
"CCCC(C)(O)C#CC","R34176","M14108","-","292","itetko","published","-0.4315","-log(mmol/L)","-0.4315","-log(mmol/L)","-"
"CC=CCCCO","R34177","M11961","-","293","itetko","published","-0.754","-log(mmol/L)","-0.754","-log(mmol/L)","-"
"OCCCCC=C","R34178","M11120","-","294","itetko","published","-0.8411","-log(mmol/L)","-0.8411","-log(mmol/L)","-"
"CCC#CCCO","R34179","M7820","-","295","itetko","published","-1.0243","-log(mmol/L)","-1.0243","-log(mmol/L)","-"
"CCCC#CCCO","R34180","M8791","-","296","itetko","published","-0.3231","-log(mmol/L)","-0.3231","-log(mmol/L)","-"
"CCCC#CCC(O)CC","R34181","M11429","-","297","itetko","published","-0.0425","-log(mmol/L)","-0.0425","-log(mmol/L)","-"
"CCCCCCC#CCCO","R34182","M13511","-","298","itetko","published","1.1273","-log(mmol/L)","1.1273","-log(mmol/L)","-"
"OCC=C","R34183","M13317","-","299","itetko","published","-1.9178","-log(mmol/L)","-1.9178","-log(mmol/L)","-"
"CC(=C)CO","R34184","M1143","-","300","itetko","published","-1.6623","-log(mmol/L)","-1.6623","-log(mmol/L)","-"
"CC(O)C=C","R34185","M6832","-","301","itetko","published","-1.0529","-log(mmol/L)","-1.0529","-log(mmol/L)","-"
"OCC=CCO","R34186","M8211","-","302","itetko","published","-2.1495","-log(mmol/L)","-2.1495","-log(mmol/L)","-"
"CC(C)=CCO","R34187","M442","-","303","itetko","published","-1.2392","-log(mmol/L)","-1.2392","-log(mmol/L)","-"
"CCC=CCO","R34188","M1052","-","304","itetko","published","-1.1052","-log(mmol/L)","-1.1052","-log(mmol/L)","-"
"CC=CC(C)O","R34189","M3277","-","305","itetko","published","-1.401","-log(mmol/L)","-1.401","-log(mmol/L)","-"
"CCC(O)C=C","R34190","M11699","-","306","itetko","published","-1.3475","-log(mmol/L)","-1.3475","-log(mmol/L)","-"
"CCCC(O)C=C","R34191","M1091","-","307","itetko","published","-0.8113","-log(mmol/L)","-0.8113","-log(mmol/L)","-"
"CCCCCCC=CCO","R34192","M7571","-","308","itetko","published","0.7701","-log(mmol/L)","0.7701","-log(mmol/L)","-"
"CCCCCCCCC=CCO","R34193","M10421","-","309","itetko","published","1.6108","-log(mmol/L)","1.6108","-log(mmol/L)","-"
"CCCCCCCCCC=CCO","R34194","M6858","-","310","itetko","published","2.0915","-log(mmol/L)","2.0915","-log(mmol/L)","-"
"COC(C)=O","R34195","M5959","-","311","itetko","published","-1.5954","-log(mmol/L)","-1.5954","-log(mmol/L)","-"
"CCCOC(C)=O","R34196","M13604","-","312","itetko","published","-1.2382","-log(mmol/L)","-1.2382","-log(mmol/L)","-"
"CC(C)OC(C)=O","R34197","M5111","-","313","itetko","published","-1.59","-log(mmol/L)","-1.59","-log(mmol/L)","-"
"CCC(C)OC(C)=O","R34198","M1843","-","314","itetko","published","-0.6794","-log(mmol/L)","-0.6794","-log(mmol/L)","-"
"CCCCCOC(C)=O","R34199","M8546","-","315","itetko","published","0.1625","-log(mmol/L)","0.1625","-log(mmol/L)","-"
"CCC(CC)COC(C)=O","R34200","M4006","-","316","itetko","published","-0.1202","-log(mmol/L)","-0.1202","-log(mmol/L)","-"
"CCCCCCCCOC(C)=O","R34201","M13625","-","317","itetko","published","1.057","-log(mmol/L)","1.057","-log(mmol/L)","-"
"CCCCOC(=O)CC","R34202","M1040","-","318","itetko","published","0.1704","-log(mmol/L)","0.1704","-log(mmol/L)","-"
"CCC(=O)OCC(C)C","R34203","M3033","-","319","itetko","published","-0.6935","-log(mmol/L)","-0.6935","-log(mmol/L)","-"
"CCCOC(=O)CC","R34204","M6654","-","320","itetko","published","-0.8148","-log(mmol/L)","-0.8148","-log(mmol/L)","-"
"CCC(=O)OC(C)(C)C","R34205","M4845","-","321","itetko","published","-0.4095","-log(mmol/L)","-0.4095","-log(mmol/L)","-"
"CCCC(=O)OCC","R34206","M7774","-","322","itetko","published","-0.4903","-log(mmol/L)","-0.4903","-log(mmol/L)","-"
"CCOC(=O)C(C)CC","R34207","M3708","-","323","itetko","published","-0.8893","-log(mmol/L)","-0.8893","-log(mmol/L)","-"
"CCCCC(=O)OCC","R34208","M4295","-","324","itetko","published","-0.358","-log(mmol/L)","-0.358","-log(mmol/L)","-"
"CCOC(=O)CC(C)C","R34209","M8739","-","325","itetko","published","-0.7231","-log(mmol/L)","-0.7231","-log(mmol/L)","-"
"CCCOC(=O)CCC","R34210","M4087","-","326","itetko","published","-0.4138","-log(mmol/L)","-0.4138","-log(mmol/L)","-"
"CCCCOC(=O)CCC","R34211","M13258","-","327","itetko","published","0.5157","-log(mmol/L)","0.5157","-log(mmol/L)","-"
"CCCCCOC(=O)CC","R34212","M10843","-","328","itetko","published","-0.0431","-log(mmol/L)","-0.0431","-log(mmol/L)","-"
"CC(C)COC(=O)C(C)C","R34213","M10123","-","329","itetko","published","-0.5908","-log(mmol/L)","-0.5908","-log(mmol/L)","-"
"CCCCCC(=O)OCC","R34214","M10380","-","330","itetko","published","0.0637","-log(mmol/L)","0.0637","-log(mmol/L)","-"
"CCC(=O)OC","R34215","M9795","-","331","itetko","published","-1.6092","-log(mmol/L)","-1.6092","-log(mmol/L)","-"
"CCCC(=O)OC","R34216","M11378","-","332","itetko","published","-1.2463","-log(mmol/L)","-1.2463","-log(mmol/L)","-"
"CCCCC(=O)OC","R34217","M3938","-","333","itetko","published","-0.8448","-log(mmol/L)","-0.8448","-log(mmol/L)","-"
"CCC(C)C(=O)OC","R34218","M7812","-","334","itetko","published","-1.165","-log(mmol/L)","-1.165","-log(mmol/L)","-"
"CCCCCC(=O)OC","R34219","M7604","-","335","itetko","published","-0.5611","-log(mmol/L)","-0.5611","-log(mmol/L)","-"
"CCCCCCC(=O)OC","R34220","M13073","-","336","itetko","published","0.1039","-log(mmol/L)","0.1039","-log(mmol/L)","-"
"CCCCCCCC(=O)OC","R34221","M4989","-","337","itetko","published","0.5358","-log(mmol/L)","0.5358","-log(mmol/L)","-"
"CCCCCCCCC(=O)OC","R34222","M4438","-","338","itetko","published","1.0419","-log(mmol/L)","1.0419","-log(mmol/L)","-"
"CCCCCCCCCC(=O)OC","R34223","M13750","-","339","itetko","published","1.3778","-log(mmol/L)","1.3778","-log(mmol/L)","-"
"CCCCCCCCCCC(=O)OC","R34224","M13141","-","340","itetko","published","1.4248","-log(mmol/L)","1.4248","-log(mmol/L)","-"
"COC=O","R34225","M10892","-","341","itetko","published","-1.4982","-log(mmol/L)","-1.4982","-log(mmol/L)","-"
"CCCCOC=O","R34226","M7425","-","342","itetko","published","-0.9336","-log(mmol/L)","-0.9336","-log(mmol/L)","-"
"CC(C)(C)OC=O","R34227","M10062","-","343","itetko","published","-1.3719","-log(mmol/L)","-1.3719","-log(mmol/L)","-"
"CCCCCOC=O","R34228","M1988","-","344","itetko","published","-0.7826","-log(mmol/L)","-0.7826","-log(mmol/L)","-"
"CCC(=O)OCC=C","R34229","M13174","-","345","itetko","published","-0.8791","-log(mmol/L)","-0.8791","-log(mmol/L)","-"
"CCCCCCC(=O)OCC=C","R34230","M10417","-","346","itetko","published","0.7282","-log(mmol/L)","0.7282","-log(mmol/L)","-"
"CC(=C)OC(C)=O","R34231","M3757","-","347","itetko","published","-0.4892","-log(mmol/L)","-0.4892","-log(mmol/L)","-"
"CC(=O)OC=C","R34232","M13235","-","348","itetko","published","-0.8595","-log(mmol/L)","-0.8595","-log(mmol/L)","-"
"CCCCC(CC)C(=O)OC=C","R34233","M4377","-","349","itetko","published","1.0462","-log(mmol/L)","1.0462","-log(mmol/L)","-"
"CCC(=O)OCC#C","R34234","M754","-","350","itetko","published","-0.6554","-log(mmol/L)","-0.6554","-log(mmol/L)","-"
"CCC(=O)OC=C","R34235","M11115","-","351","itetko","published","-0.653","-log(mmol/L)","-0.653","-log(mmol/L)","-"
"CCCC(=O)OC=C","R34236","M6686","-","352","itetko","published","-0.3825","-log(mmol/L)","-0.3825","-log(mmol/L)","-"
"CC#CCOC(C)=O","R34237","M14367","-","353","itetko","published","-0.8834","-log(mmol/L)","-0.8834","-log(mmol/L)","-"
"CC(C)C(C)=O","R34238","M10735","-","354","itetko","published","-1.1689","-log(mmol/L)","-1.1689","-log(mmol/L)","-"
"CC(C)CC(C)=O","R34239","M7582","-","355","itetko","published","-1.2085","-log(mmol/L)","-1.2085","-log(mmol/L)","-"
"O=C1CCCCC1","R34240","M5009","-","356","itetko","published","-1.2333","-log(mmol/L)","-1.2333","-log(mmol/L)","-"
"CC(=O)C(C)(C)C","R34241","M8609","-","357","itetko","published","-1.442","-log(mmol/L)","-1.442","-log(mmol/L)","-"
"CCCCCC(C)=O","R34242","M1200","-","358","itetko","published","-0.4872","-log(mmol/L)","-0.4872","-log(mmol/L)","-"
"CCCC(=O)CCC","R34243","M3694","-","359","itetko","published","-0.669","-log(mmol/L)","-0.669","-log(mmol/L)","-"
"CCCCCCC(C)=O","R34244","M14300","-","360","itetko","published","-0.1455","-log(mmol/L)","-0.1455","-log(mmol/L)","-"
"CCCCC(=O)CCCC","R34245","M12564","-","361","itetko","published","0.0744","-log(mmol/L)","0.0744","-log(mmol/L)","-"
"CCCCCCCCC(C)=O","R34246","M13967","-","362","itetko","published","0.5822","-log(mmol/L)","0.5822","-log(mmol/L)","-"
"CCCCCCCC(=O)CC","R34247","M12981","-","363","itetko","published","0.6265","-log(mmol/L)","0.6265","-log(mmol/L)","-"
"CCCCCCCCCC(C)=O","R34248","M5988","-","364","itetko","published","1.5346","-log(mmol/L)","1.5346","-log(mmol/L)","-"
"CCCCCCCCCCC(C)=O","R34249","M6433","-","365","itetko","published","1.6696","-log(mmol/L)","1.6696","-log(mmol/L)","-"
"CCCCCCC(=O)CCCCCC","R34250","M11174","-","366","itetko","published","1.5214","-log(mmol/L)","1.5214","-log(mmol/L)","-"
"CC(=O)CCC=C","R34251","M9888","-","367","itetko","published","-1.1405","-log(mmol/L)","-1.1405","-log(mmol/L)","-"
"CC(=C)CCC(C)=O","R34252","M11528","-","368","itetko","published","-0.8749","-log(mmol/L)","-0.8749","-log(mmol/L)","-"
"CC(C)=CCCC(C)=O","R34253","M11072","-","369","itetko","published","-0.4523","-log(mmol/L)","-0.4523","-log(mmol/L)","-"
"CCC#N","R34254","M2959","-","370","itetko","published","-1.9721","-log(mmol/L)","-1.9721","-log(mmol/L)","-"
"CCCC#N","R34255","M5893","-","371","itetko","published","-1.4409","-log(mmol/L)","-1.4409","-log(mmol/L)","-"
"CCCCC#N","R34256","M9677","-","372","itetko","published","-1.0071","-log(mmol/L)","-1.0071","-log(mmol/L)","-"
"CC(C)CC#N","R34257","M9132","-","373","itetko","published","-0.8764","-log(mmol/L)","-0.8764","-log(mmol/L)","-"
"CCCCCC#N","R34258","M182","-","374","itetko","published","-0.3758","-log(mmol/L)","-0.3758","-log(mmol/L)","-"
"CC(C)CCC#N","R34259","M2297","-","375","itetko","published","-0.786","-log(mmol/L)","-0.786","-log(mmol/L)","-"
"CCCCCCCCC#N","R34260","M8663","-","376","itetko","published","0.6247","-log(mmol/L)","0.6247","-log(mmol/L)","-"
"CCCCCCCCCCC#N","R34261","M10769","-","377","itetko","published","1.6498","-log(mmol/L)","1.6498","-log(mmol/L)","-"
"CCCCBr","R34262","M6932","-","378","itetko","published","-0.1802","-log(mmol/L)","-0.1802","-log(mmol/L)","-"
"CCCCCBr","R34263","M13944","-","379","itetko","published","0.4839","-log(mmol/L)","0.4839","-log(mmol/L)","-"
"CCCCCCCCBr","R34264","M11802","-","380","itetko","published","1.8697","-log(mmol/L)","1.8697","-log(mmol/L)","-"
"CCCCC(Br)CBr","R34265","M7611","-","381","itetko","published","1.1457","-log(mmol/L)","1.1457","-log(mmol/L)","-"
"BrCCCCCCBr","R34266","M10347","-","382","itetko","published","1.046","-log(mmol/L)","1.046","-log(mmol/L)","-"
"CCC(Br)C(Br)CC","R34267","M11562","-","383","itetko","published","0.9978","-log(mmol/L)","0.9978","-log(mmol/L)","-"
"CCCSCCC","R34268","M14064","-","384","itetko","published","-0.0029","-log(mmol/L)","-0.0029","-log(mmol/L)","-"
"CCCCSCCCC","R34269","M4067","-","385","itetko","published","1.04","-log(mmol/L)","1.04","-log(mmol/L)","-"
"CCCCCCCS","R34270","M11877","-","386","itetko","published","1.02","-log(mmol/L)","1.02","-log(mmol/L)","-"
"SC1CCCCC1","R34271","M1479","-","387","itetko","published","-0.004","-log(mmol/L)","-0.004","-log(mmol/L)","-"
"[H]C([H])([H])S(=O)C([H])([H])[H]","R34272","M4265","-","388","itetko","published","-2.4518","-log(mmol/L)","-2.4518","-log(mmol/L)","-"
